am_id,amenity,hotel_id
3676,"Valet parking",299120
3677,"Free High Speed Internet (WiFi)",299120
3678,"Fitness Centre with Gym / Workout Room",299120
3679,"Bar / lounge",299120
3680,"Entertainment staff",299120
3681,Babysitting,299120
3682,"Children Activities (Kid / Family Friendly)",299120
3683,"Airport transportation",299120
3684,"Paid private parking on-site",299120
3685,Wifi,299120
3686,"Fitness / spa changing rooms",299120
3687,Restaurant,299120
3688,"Breakfast available",299120
3689,"Breakfast buffet",299120
3690,"Breakfast in the room",299120
3691,"Kid-friendly buffet",299120
3692,"Poolside bar",299120
3693,"Car hire",299120
3694,"Taxi service",299120
3695,"Business Centre with Internet Access",299120
3696,"Conference facilities",299120
3697,"Banquet room",299120
3698,"Meeting rooms",299120
3699,Spa,299120
3700,Massage,299120
3701,Salon,299120
3702,"Rooftop terrace",299120
3703,"24-hour security",299120
3704,"Baggage storage",299120
3705,Concierge,299120
3706,"Currency exchange",299120
3707,"Gift shop",299120
3708,Newspaper,299120
3709,Shops,299120
3710,"Butler service",299120
3711,Doorperson,299120
3712,"24-hour front desk",299120
3713,"Dry cleaning",299120
3714,"Laundry service",299120
3715,"Ironing service",299120
3716,Shoeshine,299120
3717,"Allergy-free room",299120
3718,"Soundproof rooms",299120
3719,"Air conditioning",299120
3720,Housekeeping,299120
3721,"Interconnected rooms available",299120
3722,"Room service",299120
3723,Minibar,299120
3724,"Flatscreen TV",299120
3725,Safe,299120
3726,"VIP room facilities",299120
3727,Iron,299120
3728,Refrigerator,299120
3729,"Bridal suite",299120
3730,"Non-smoking rooms",299120
3731,Suites,299120
3732,"Family rooms",299120
3733,"Smoking rooms available",299120
3734,"Valet parking",299124
3735,"Free High Speed Internet (WiFi)",299124
3736,Pool,299124
3737,"Fitness Centre with Gym / Workout Room",299124
3738,"Bar / lounge",299124
3739,"Evening entertainment",299124
3740,"Nightclub / DJ",299124
3741,"Kids stay free",299124
3742,Wifi,299124
3743,"Hot bath",299124
3744,"Outdoor pool",299124
3745,"Fitness / spa changing rooms",299124
3746,"Fitness classes",299124
3747,Sauna,299124
3748,"Coffee shop",299124
3749,Restaurant,299124
3750,"Breakfast available",299124
3751,"Breakfast buffet",299124
3752,"Breakfast in the room",299124
3753,"Complimentary Instant Coffee",299124
3754,"Kid-friendly buffet",299124
3755,"Special diet menus",299124
3756,"Swimup bar",299124
3757,"Airport transportation",299124
3758,"Car hire",299124
3759,"Taxi service",299124
3760,"Business Centre with Internet Access",299124
3761,"Conference facilities",299124
3762,"Banquet room",299124
3763,"Meeting rooms",299124
3764,Spa,299124
3765,"Facial treatments",299124
3766,"Head massage",299124
3767,Massage,299124
3768,Salon,299124
3769,"Steam room",299124
3770,"24-hour security",299124
3771,"Baggage storage",299124
3772,Concierge,299124
3773,"Currency exchange",299124
3774,"Gift shop",299124
3775,Newspaper,299124
3776,Shops,299124
3777,"Butler service",299124
3778,Doorperson,299124
3779,"24-hour front desk",299124
3780,"Dry cleaning",299124
3781,"Laundry service",299124
3782,"Ironing service",299124
3783,Shoeshine,299124
3784,"Allergy-free room",299124
3785,"Blackout curtains",299124
3786,"Air conditioning",299124
3787,Housekeeping,299124
3788,"Interconnected rooms available",299124
3789,"Room service",299124
3790,Minibar,299124
3791,"Flatscreen TV",299124
3792,"Soundproof rooms",299124
3793,Safe,299124
3794,Telephone,299124
3795,"VIP room facilities",299124
3796,Refrigerator,299124
3797,"Bridal suite",299124
3798,"Non-smoking rooms",299124
3799,Suites,299124
3800,"Family rooms",299124
3801,"Smoking rooms available",299124
3802,"Secured parking",299125
3803,"Free High Speed Internet (WiFi)",299125
3804,Pool,299125
3805,"Fitness Centre with Gym / Workout Room",299125
3806,"Bar / lounge",299125
3807,Beach,299125
3808,"Bicycle rental",299125
3809,"Kids stay free",299125
3810,Wifi,299125
3811,"Hot bath",299125
3812,"Pool / beach towels",299125
3813,"Pool with view",299125
3814,"Outdoor pool",299125
3815,"Fitness / spa changing rooms",299125
3816,Sauna,299125
3817,Restaurant,299125
3818,"Breakfast available",299125
3819,"Breakfast buffet",299125
3820,"Swimup bar",299125
3821,"Poolside bar",299125
3822,"Golf course",299125
3823,"Tennis court",299125
3824,"Table tennis",299125
3825,Babysitting,299125
3826,"Indoor play area for children",299125
3827,"Children Activities (Kid / Family Friendly)",299125
3828,"Kids club",299125
3829,"Kids' outdoor play equipment",299125
3830,"Airport transportation",299125
3831,"Car hire",299125
3832,"Taxi service",299125
3833,"Business Centre with Internet Access",299125
3834,"Conference facilities",299125
3835,"Banquet room",299125
3836,"Meeting rooms",299125
3837,Spa,299125
3838,"Couples massage",299125
3839,"Facial treatments",299125
3840,"Foot massage",299125
3841,"Full body massage",299125
3842,"Head massage",299125
3843,Massage,299125
3844,Salon,299125
3845,"24-hour security",299125
3846,"Baggage storage",299125
3847,Concierge,299125
3848,"Currency exchange",299125
3849,"Sun loungers / beach chairs",299125
3850,"Butler service",299125
3851,Doorperson,299125
3852,"24-hour front desk",299125
3853,"Express check-in / check-out",299125
3854,"Dry cleaning",299125
3855,"Laundry service",299125
3856,"Ironing service",299125
3857,"Blackout curtains",299125
3858,"Air conditioning",299125
3859,"Private beach",299125
3860,Housekeeping,299125
3861,"Private balcony",299125
3862,Minibar,299125
3863,Refrigerator,299125
3864,"Flatscreen TV",299125
3865,"Room service",299125
3866,Safe,299125
3867,"VIP room facilities",299125
3868,"Ocean view",299125
3869,"Non-smoking rooms",299125
3870,Suites,299125
3871,"Family rooms",299125
3872,"Smoking rooms available",299125
3873,"Free parking",299363
3874,"Free High Speed Internet (WiFi)",299363
3875,Pool,299363
3876,"Fitness Centre with Gym / Workout Room",299363
3877,"Free breakfast",299363
3878,"Table tennis",299363
3879,"Walking tours",299363
3880,Babysitting,299363
3881,"Valet parking",299363
3882,Wifi,299363
3883,"Pool / beach towels",299363
3884,"Indoor pool",299363
3885,"Outdoor pool",299363
3886,"Yoga classes",299363
3887,"Fitness / spa changing rooms",299363
3888,"Bar / lounge",299363
3889,"Coffee shop",299363
3890,Restaurant,299363
3891,"Breakfast available",299363
3892,"Breakfast buffet",299363
3893,"Snack bar",299363
3894,"Wine / champagne",299363
3895,"Poolside bar",299363
3896,"Highchairs available",299363
3897,"Airport transportation",299363
3898,"Car hire",299363
3899,"Taxi service",299363
3900,"Business Centre with Internet Access",299363
3901,"Conference facilities",299363
3902,"Banquet room",299363
3903,"Meeting rooms",299363
3904,"Photo copier / fax In business centre",299363
3905,Spa,299363
3906,"Couples massage",299363
3907,"Facial treatments",299363
3908,"Foot bath",299363
3909,"Foot massage",299363
3910,"Full body massage",299363
3911,"Hand massage",299363
3912,"Head massage",299363
3913,"Makeup services",299363
3914,Manicure,299363
3915,Massage,299363
3916,"Neck massage",299363
3917,Pedicure,299363
3918,Salon,299363
3919,"Waxing services",299363
3920,"24-hour security",299363
3921,"Baggage storage",299363
3922,Concierge,299363
3923,"Currency exchange",299363
3924,"Gift shop",299363
3925,Newspaper,299363
3926,Shops,299363
3927,"Sun deck",299363
3928,"Sun loungers / beach chairs",299363
3929,Doorperson,299363
3930,"First aid kit",299363
3931,Umbrella,299363
3932,"24-hour check-in",299363
3933,"24-hour front desk",299363
3934,"Express check-in / check-out",299363
3935,"Private check-in / check-out",299363
3936,"Clothes dryer",299363
3937,"Dry cleaning",299363
3938,"Laundry service",299363
3939,"Washing machine",299363
3940,"Ironing service",299363
3941,Shoeshine,299363
3942,"Allergy-free room",299363
3943,"Blackout curtains",299363
3944,"Air conditioning",299363
3945,"Dining area",299363
3946,Housekeeping,299363
3947,"Coffee / tea maker",299363
3948,"Cable / satellite TV",299363
3949,"Bath / shower",299363
3950,Bathrobes,299363
3951,"Interconnected rooms available",299363
3952,"Room service",299363
3953,Safe,299363
3954,"Seating area",299363
3955,"Separate living room",299363
3956,Sofa,299363
3957,Telephone,299363
3958,"VIP room facilities",299363
3959,"Wardrobe / wardrobe",299363
3960,"Bottled water",299363
3961,"Clothes rack",299363
3962,Iron,299363
3963,"Laptop safe",299363
3964,"Tile / marble floor",299363
3965,"Wake-up service / alarm clock",299363
3966,Refrigerator,299363
3967,"Electric kettle",299363
3968,"Flatscreen TV",299363
3969,"Complimentary toiletries",299363
3970,"Hair dryer",299363
3971,"City view",299363
3972,"Pool view",299363
3973,"Non-smoking rooms",299363
3974,Suites,299363
3975,"Family rooms",299363
3976,"Smoking rooms available",299363
3977,"Free parking",299518
3978,"Free High Speed Internet (WiFi)",299518
3979,Pool,299518
3980,"Fitness Centre with Gym / Workout Room",299518
3981,"Free breakfast",299518
3982,"Airport transportation",299518
3983,"Business Centre with Internet Access",299518
3984,"Conference facilities",299518
3985,"Valet parking",299518
3986,Wifi,299518
3987,"Paid internet",299518
3988,"Outdoor pool",299518
3989,"Fitness / spa changing rooms",299518
3990,Sauna,299518
3991,"Bar / lounge",299518
3992,"Coffee shop",299518
3993,Restaurant,299518
3994,"Breakfast buffet",299518
3995,"Swimup bar",299518
3996,"Car hire",299518
3997,"Taxi service",299518
3998,"Banquet room",299518
3999,"Meeting rooms",299518
4000,Spa,299518
4001,Massage,299518
4002,Salon,299518
4003,"Steam room",299518
4004,"24-hour security",299518
4005,"Baggage storage",299518
4006,Concierge,299518
4007,Newspaper,299518
4008,Doorperson,299518
4009,"24-hour front desk",299518
4010,"Dry cleaning",299518
4011,"Laundry service",299518
4012,"Ironing service",299518
4013,"Air conditioning",299518
4014,Desk,299518
4015,Housekeeping,299518
4016,"Room service",299518
4017,"Coffee / tea maker",299518
4018,Minibar,299518
4019,"Flatscreen TV",299518
4020,"Bath / shower",299518
4021,Safe,299518
4022,Telephone,299518
4023,"VIP room facilities",299518
4024,Iron,299518
4025,"Complimentary toiletries",299518
4026,"Non-smoking rooms",299518
4027,Suites,299518
4028,"Family rooms",299518
4029,"Free parking",300955
4030,"Free internet",300955
4031,Restaurant,300955
4032,Archery,300955
4033,Badminton,300955
4034,"Kids stay free",300955
4035,"Children's playground",300955
4036,"Airport transportation",300955
4037,"Secured parking",300955
4038,Internet,300955
4039,"Breakfast available",300955
4040,"Breakfast buffet",300955
4041,"Complimentary welcome drink",300955
4042,"Kids' meals",300955
4043,"Game room",300955
4044,"Entertainment staff",300955
4045,"Evening entertainment",300955
4046,"Table tennis",300955
4047,"Board games / puzzles",300955
4048,"Video game console",300955
4049,"Indoor play area for children",300955
4050,"Children Activities (Kid / Family Friendly)",300955
4051,"Kids club",300955
4052,"Kids' outdoor play equipment",300955
4053,"Car hire",300955
4054,"Taxi service",300955
4055,"Conference facilities",300955
4056,"Banquet room",300955
4057,"Meeting rooms",300955
4058,Spa,300955
4059,"Couples massage",300955
4060,"Facial treatments",300955
4061,"Foot massage",300955
4062,"Full body massage",300955
4063,"Steam room",300955
4064,"24-hour security",300955
4065,"Baggage storage",300955
4066,Concierge,300955
4067,Newspaper,300955
4068,"Outdoor furniture",300955
4069,Doorperson,300955
4070,Umbrella,300955
4071,"24-hour front desk",300955
4072,"Laundry service",300955
4073,"Ironing service",300955
4074,Shoeshine,300955
4075,"Blackout curtains",300955
4076,Housekeeping,300955
4077,"Interconnected rooms available",300955
4078,"Private balcony",300955
4079,Microwave,300955
4080,"Cable / satellite TV",300955
4081,"Sofa bed",300955
4082,"Bath / shower",300955
4083,"Room service",300955
4084,Safe,300955
4085,"Seating area",300955
4086,"Separate dining area",300955
4087,"Separate living room",300955
4088,Sofa,300955
4089,Telephone,300955
4090,"VIP room facilities",300955
4091,"Wardrobe / wardrobe",300955
4092,"Bottled water",300955
4093,Refrigerator,300955
4094,"Electric kettle",300955
4095,"Flatscreen TV",300955
4096,"Complimentary toiletries",300955
4097,"Hair dryer",300955
4098,"Non-smoking rooms",300955
4099,Suites,300955
4100,"Family rooms",300955
4101,"Free parking",301635
4102,"Free internet",301635
4103,Pool,301635
4104,"Fitness Centre with Gym / Workout Room",301635
4105,"Free breakfast",301635
4106,"Nightclub / DJ",301635
4107,"Airport transportation",301635
4108,"Business Centre with Internet Access",301635
4109,Parking,301635
4110,Wifi,301635
4111,"Paid wifi",301635
4112,"Outdoor pool",301635
4113,"Fitness / spa changing rooms",301635
4114,"Bar / lounge",301635
4115,Restaurant,301635
4116,"Breakfast buffet",301635
4117,"Swimup bar",301635
4118,"Poolside bar",301635
4119,"Car hire",301635
4120,"Taxi service",301635
4121,"Conference facilities",301635
4122,"Banquet room",301635
4123,"Meeting rooms",301635
4124,Spa,301635
4125,"24-hour security",301635
4126,"Baggage storage",301635
4127,Concierge,301635
4128,Doorperson,301635
4129,"24-hour front desk",301635
4130,"Dry cleaning",301635
4131,"Laundry service",301635
4132,"Ironing service",301635
4133,"Air conditioning",301635
4134,"Private balcony",301635
4135,"Room service",301635
4136,Safe,301635
4137,"VIP room facilities",301635
4138,Minibar,301635
4139,Refrigerator,301635
4140,"Flatscreen TV",301635
4141,"Non-smoking rooms",301635
4142,Suites,301635
4143,"Smoking rooms available",301635
4144,"Free parking",301636
4145,"Free High Speed Internet (WiFi)",301636
4146,Pool,301636
4147,"Fitness Centre with Gym / Workout Room",301636
4148,"Free breakfast",301636
4149,"Nightclub / DJ",301636
4150,"Kids stay free",301636
4151,"Highchairs available",301636
4152,"Valet parking",301636
4153,Wifi,301636
4154,"Rooftop pool",301636
4155,"Outdoor pool",301636
4156,"Fitness / spa changing rooms",301636
4157,Sauna,301636
4158,"Bar / lounge",301636
4159,"Coffee shop",301636
4160,Restaurant,301636
4161,"Breakfast available",301636
4162,"Breakfast buffet",301636
4163,"Breakfast in the room",301636
4164,"Complimentary Instant Coffee",301636
4165,"Happy hour",301636
4166,"Kids' meals",301636
4167,"Outdoor dining area",301636
4168,"Swimup bar",301636
4169,"Poolside bar",301636
4170,"Rooftop bar",301636
4171,"Airport transportation",301636
4172,"Car hire",301636
4173,"Taxi service",301636
4174,"Business Centre with Internet Access",301636
4175,"Conference facilities",301636
4176,"Banquet room",301636
4177,"Meeting rooms",301636
4178,"Photo copier / fax In business centre",301636
4179,Spa,301636
4180,"Body wrap",301636
4181,"Couples massage",301636
4182,"Facial treatments",301636
4183,"Foot massage",301636
4184,"Full body massage",301636
4185,"Head massage",301636
4186,"Light therapy",301636
4187,Manicure,301636
4188,Massage,301636
4189,"Neck massage",301636
4190,Pedicure,301636
4191,Salon,301636
4192,"Steam room",301636
4193,"Rooftop terrace",301636
4194,"24-hour security",301636
4195,"Baggage storage",301636
4196,Concierge,301636
4197,"Currency exchange",301636
4198,"Gift shop",301636
4199,Newspaper,301636
4200,"Non-smoking hotel",301636
4201,"Outdoor furniture",301636
4202,"Butler service",301636
4203,Doorperson,301636
4204,"First aid kit",301636
4205,Umbrella,301636
4206,"24-hour check-in",301636
4207,"24-hour front desk",301636
4208,"Express check-in / check-out",301636
4209,"Dry cleaning",301636
4210,"Laundry service",301636
4211,"Ironing service",301636
4212,Shoeshine,301636
4213,"Allergy-free room",301636
4214,"Blackout curtains",301636
4215,"Air conditioning",301636
4216,Desk,301636
4217,Housekeeping,301636
4218,"Coffee / tea maker",301636
4219,"Cable / satellite TV",301636
4220,"Walk-in shower",301636
4221,"Interconnected rooms available",301636
4222,"Room service",301636
4223,Safe,301636
4224,Sofa,301636
4225,Telephone,301636
4226,"VIP room facilities",301636
4227,"Wardrobe / wardrobe",301636
4228,"Clothes rack",301636
4229,"Private bathrooms",301636
4230,"Tile / marble floor",301636
4231,"Wake-up service / alarm clock",301636
4232,Minibar,301636
4233,"Electric kettle",301636
4234,"Flatscreen TV",301636
4235,"On-demand films",301636
4236,"Bath / shower",301636
4237,"Complimentary toiletries",301636
4238,"Hair dryer",301636
4239,"City view",301636
4240,"Bridal suite",301636
4241,"Non-smoking rooms",301636
4242,Suites,301636
4243,"Family rooms",301636
4244,"Smoking rooms available",301636
4245,"Free parking",301637
4246,"Free internet",301637
4247,Pool,301637
4248,"Fitness Centre with Gym / Workout Room",301637
4249,"Free breakfast",301637
4250,"Nightclub / DJ",301637
4251,"Kids stay free",301637
4252,"Airport transportation",301637
4253,"Valet parking",301637
4254,Wifi,301637
4255,"Paid wifi",301637
4256,"Outdoor pool",301637
4257,"Fitness / spa changing rooms",301637
4258,"Bar / lounge",301637
4259,Restaurant,301637
4260,"Breakfast buffet",301637
4261,"Breakfast in the room",301637
4262,"Swimup bar",301637
4263,"Poolside bar",301637
4264,"Car hire",301637
4265,"Taxi service",301637
4266,"Business Centre with Internet Access",301637
4267,"Conference facilities",301637
4268,"Banquet room",301637
4269,"Meeting rooms",301637
4270,Spa,301637
4271,"Facial treatments",301637
4272,Massage,301637
4273,Salon,301637
4274,"Steam room",301637
4275,"24-hour security",301637
4276,"Baggage storage",301637
4277,Concierge,301637
4278,Newspaper,301637
4279,Shops,301637
4280,"Butler service",301637
4281,Doorperson,301637
4282,"24-hour front desk",301637
4283,"Express check-in / check-out",301637
4284,"Dry cleaning",301637
4285,"Laundry service",301637
4286,"Ironing service",301637
4287,"Allergy-free room",301637
4288,"Blackout curtains",301637
4289,"Air conditioning",301637
4290,"Interconnected rooms available",301637
4291,"Room service",301637
4292,Safe,301637
4293,Minibar,301637
4294,"Flatscreen TV",301637
4295,"VIP room facilities",301637
4296,Refrigerator,301637
4297,"Non-smoking rooms",301637
4298,Suites,301637
4299,"Family rooms",301637
4300,"Smoking rooms available",301637
4301,"Free parking",301773
4302,"Free internet",301773
4303,Pool,301773
4304,"Fitness Centre with Gym / Workout Room",301773
4305,"Free breakfast",301773
4306,"Kids stay free",301773
4307,"Airport transportation",301773
4308,"Business Centre with Internet Access",301773
4309,"Valet parking",301773
4310,Wifi,301773
4311,"Paid wifi",301773
4312,"Pool / beach towels",301773
4313,"Outdoor pool",301773
4314,"Fitness / spa changing rooms",301773
4315,Sauna,301773
4316,"Bar / lounge",301773
4317,Restaurant,301773
4318,"Breakfast available",301773
4319,"Breakfast buffet",301773
4320,"Breakfast in the room",301773
4321,"Happy hour",301773
4322,"Kids' meals",301773
4323,"Car hire",301773
4324,"Taxi service",301773
4325,"Conference facilities",301773
4326,"Banquet room",301773
4327,"Meeting rooms",301773
4328,Spa,301773
4329,"Facial treatments",301773
4330,Massage,301773
4331,Salon,301773
4332,"Steam room",301773
4333,"24-hour security",301773
4334,Concierge,301773
4335,"Currency exchange",301773
4336,"Butler service",301773
4337,Doorperson,301773
4338,Umbrella,301773
4339,"24-hour front desk",301773
4340,"Express check-in / check-out",301773
4341,"Dry cleaning",301773
4342,"Laundry service",301773
4343,"Ironing service",301773
4344,"Blackout curtains",301773
4345,Bathrobes,301773
4346,"Air conditioning",301773
4347,Desk,301773
4348,Housekeeping,301773
4349,"Coffee / tea maker",301773
4350,"Flatscreen TV",301773
4351,"Walk-in shower",301773
4352,"Interconnected rooms available",301773
4353,"Room service",301773
4354,Safe,301773
4355,"Seating area",301773
4356,Sofa,301773
4357,Telephone,301773
4358,"Wardrobe / wardrobe",301773
4359,"Bottled water",301773
4360,Iron,301773
4361,"Laptop safe",301773
4362,"Wake-up service / alarm clock",301773
4363,Minibar,301773
4364,"Electric kettle",301773
4365,"Bath / shower",301773
4366,"Hair dryer",301773
4367,"City view",301773
4368,"Non-smoking rooms",301773
4369,Suites,301773
4370,"Smoking rooms available",301773
4371,"Free parking",301778
4372,"Free internet",301778
4373,Pool,301778
4374,"Fitness Centre with Gym / Workout Room",301778
4375,"Bar / lounge",301778
4376,"Kids stay free",301778
4377,"Kids pool",301778
4378,"Airport transportation",301778
4379,"Valet parking",301778
4380,Wifi,301778
4381,"Paid wifi",301778
4382,"Hot bath",301778
4383,"Outdoor pool",301778
4384,"Fitness / spa changing rooms",301778
4385,"Fitness classes",301778
4386,Sauna,301778
4387,Restaurant,301778
4388,"Breakfast available",301778
4389,"Breakfast buffet",301778
4390,"Breakfast in the room",301778
4391,"Kid-friendly buffet",301778
4392,"Special diet menus",301778
4393,"Car hire",301778
4394,"Taxi service",301778
4395,"Business Centre with Internet Access",301778
4396,"Conference facilities",301778
4397,"Banquet room",301778
4398,"Meeting rooms",301778
4399,Spa,301778
4400,"Facial treatments",301778
4401,"Head massage",301778
4402,Massage,301778
4403,Salon,301778
4404,"Steam room",301778
4405,"24-hour security",301778
4406,"Baggage storage",301778
4407,Concierge,301778
4408,"Currency exchange",301778
4409,"Gift shop",301778
4410,"Non-smoking hotel",301778
4411,Shops,301778
4412,"Butler service",301778
4413,Doorperson,301778
4414,"24-hour front desk",301778
4415,"Private check-in / check-out",301778
4416,"Dry cleaning",301778
4417,"Laundry service",301778
4418,"Ironing service",301778
4419,Shoeshine,301778
4420,"Allergy-free room",301778
4421,"Blackout curtains",301778
4422,"Air conditioning",301778
4423,"Additional bathroom",301778
4424,Housekeeping,301778
4425,"Interconnected rooms available",301778
4426,Minibar,301778
4427,"Flatscreen TV",301778
4428,"Soundproof rooms",301778
4429,"Room service",301778
4430,Safe,301778
4431,Telephone,301778
4432,"VIP room facilities",301778
4433,Iron,301778
4434,Refrigerator,301778
4435,"On-demand films",301778
4436,"City view",301778
4437,"Pool view",301778
4438,"Non-smoking rooms",301778
4439,Suites,301778
4440,"Smoking rooms available",301778
4441,"Free parking",301899
4442,"Free internet",301899
4443,Pool,301899
4444,"Fitness Centre with Gym / Workout Room",301899
4445,"Free breakfast",301899
4446,"Kids stay free",301899
4447,"Books, DVDs, music for children",301899
4448,"Airport transportation",301899
4449,"Valet parking",301899
4450,Wifi,301899
4451,"Paid wifi",301899
4452,"Pool / beach towels",301899
4453,"Outdoor pool",301899
4454,"Fitness / spa changing rooms",301899
4455,Sauna,301899
4456,"Coffee shop",301899
4457,Restaurant,301899
4458,"Breakfast available",301899
4459,"Breakfast buffet",301899
4460,"Breakfast in the room",301899
4461,"Kid-friendly buffet",301899
4462,"Kids' meals",301899
4463,"Children's television networks",301899
4464,"Car hire",301899
4465,"Taxi service",301899
4466,"Business Centre with Internet Access",301899
4467,"Conference facilities",301899
4468,"Banquet room",301899
4469,"Meeting rooms",301899
4470,"Full body massage",301899
4471,Massage,301899
4472,"Steam room",301899
4473,"24-hour security",301899
4474,"Baggage storage",301899
4475,Concierge,301899
4476,"Currency exchange",301899
4477,"Gift shop",301899
4478,Newspaper,301899
4479,Shops,301899
4480,"Butler service",301899
4481,Doorperson,301899
4482,"First aid kit",301899
4483,"24-hour front desk",301899
4484,"Express check-in / check-out",301899
4485,"Dry cleaning",301899
4486,"Laundry service",301899
4487,"Ironing service",301899
4488,Shoeshine,301899
4489,"Allergy-free room",301899
4490,"Blackout curtains",301899
4491,"Additional bathroom",301899
4492,"Room service",301899
4493,Safe,301899
4494,"VIP room facilities",301899
4495,"Flatscreen TV",301899
4496,"Bath / shower",301899
4497,"Soundproof rooms",301899
4498,"Bottled water",301899
4499,Iron,301899
4500,"Complimentary toiletries",301899
4501,"Hair dryer",301899
4502,"Pool view",301899
4503,"Non-smoking rooms",301899
4504,Suites,301899
4505,"Family rooms",301899
4506,"Free parking",301910
4507,"Free internet",301910
4508,Pool,301910
4509,"Fitness Centre with Gym / Workout Room",301910
4510,"Free breakfast",301910
4511,"Airport transportation",301910
4512,"Business Centre with Internet Access",301910
4513,"Conference facilities",301910
4514,"Valet parking",301910
4515,Wifi,301910
4516,"Outdoor pool",301910
4517,"Fitness / spa changing rooms",301910
4518,"Bar / lounge",301910
4519,"Coffee shop",301910
4520,Restaurant,301910
4521,"Breakfast available",301910
4522,"Breakfast buffet",301910
4523,"Breakfast in the room",301910
4524,"Happy hour",301910
4525,"Car hire",301910
4526,"Taxi service",301910
4527,"Banquet room",301910
4528,"Meeting rooms",301910
4529,"Photo copier / fax In business centre",301910
4530,Spa,301910
4531,"Body wrap",301910
4532,"Couples massage",301910
4533,"Facial treatments",301910
4534,"Foot bath",301910
4535,"Foot massage",301910
4536,"Full body massage",301910
4537,"Hand massage",301910
4538,"Head massage",301910
4539,"Light therapy",301910
4540,Massage,301910
4541,"Neck massage",301910
4542,Pedicure,301910
4543,Salon,301910
4544,"Steam room",301910
4545,"Waxing services",301910
4546,"24-hour security",301910
4547,"Baggage storage",301910
4548,Concierge,301910
4549,"Currency exchange",301910
4550,"Gift shop",301910
4551,Newspaper,301910
4552,Shops,301910
4553,Doorperson,301910
4554,"First aid kit",301910
4555,Umbrella,301910
4556,"24-hour check-in",301910
4557,"24-hour front desk",301910
4558,"Express check-in / check-out",301910
4559,"Private check-in / check-out",301910
4560,"Dry cleaning",301910
4561,"Laundry service",301910
4562,"Ironing service",301910
4563,Shoeshine,301910
4564,"Blackout curtains",301910
4565,Bathrobes,301910
4566,"Air conditioning",301910
4567,Desk,301910
4568,Housekeeping,301910
4569,"Coffee / tea maker",301910
4570,"Cable / satellite TV",301910
4571,"Walk-in shower",301910
4572,"Interconnected rooms available",301910
4573,"Room service",301910
4574,Safe,301910
4575,"Seating area",301910
4576,Telephone,301910
4577,"VIP room facilities",301910
4578,"Wardrobe / wardrobe",301910
4579,"Bottled water",301910
4580,"Clothes rack",301910
4581,Iron,301910
4582,"Laptop safe",301910
4583,"Private bathrooms",301910
4584,"Wake-up service / alarm clock",301910
4585,Minibar,301910
4586,"Flatscreen TV",301910
4587,"Bath / shower",301910
4588,"Complimentary toiletries",301910
4589,"Hair dryer",301910
4590,"City view",301910
4591,"Pool view",301910
4592,"Non-smoking rooms",301910
4593,Suites,301910
4594,"Family rooms",301910
4595,"Smoking rooms available",301910
4596,"Free parking",302163
4597,"Free internet",302163
4598,Pool,302163
4599,"Fitness Centre with Gym / Workout Room",302163
4600,"Bar / lounge",302163
4601,"Kids stay free",302163
4602,Babysitting,302163
4603,"Airport transportation",302163
4604,"Valet parking",302163
4605,Wifi,302163
4606,"Paid wifi",302163
4607,"Outdoor pool",302163
4608,"Fitness / spa changing rooms",302163
4609,"Coffee shop",302163
4610,Restaurant,302163
4611,"Breakfast buffet",302163
4612,"Breakfast in the room",302163
4613,"Special diet menus",302163
4614,"Poolside bar",302163
4615,"Books, DVDs, music for children",302163
4616,"Children's television networks",302163
4617,"Kids pool",302163
4618,"Highchairs available",302163
4619,"Car hire",302163
4620,"Taxi service",302163
4621,"Business Centre with Internet Access",302163
4622,"Conference facilities",302163
4623,"Banquet room",302163
4624,"Meeting rooms",302163
4625,"Photo copier / fax In business centre",302163
4626,Spa,302163
4627,"Body wrap",302163
4628,"Facial treatments",302163
4629,"Foot massage",302163
4630,"Full body massage",302163
4631,"Head massage",302163
4632,"Light therapy",302163
4633,"Makeup services",302163
4634,Manicure,302163
4635,Massage,302163
4636,"Neck massage",302163
4637,Pedicure,302163
4638,Salon,302163
4639,"Steam room",302163
4640,"Waxing services",302163
4641,"24-hour security",302163
4642,"Baggage storage",302163
4643,Concierge,302163
4644,"Currency exchange",302163
4645,"Gift shop",302163
4646,Newspaper,302163
4647,Shops,302163
4648,"ATM on site",302163
4649,"Butler service",302163
4650,Doorperson,302163
4651,"First aid kit",302163
4652,Umbrella,302163
4653,"24-hour check-in",302163
4654,"24-hour front desk",302163
4655,"Express check-in / check-out",302163
4656,"Dry cleaning",302163
4657,"Laundry service",302163
4658,"Ironing service",302163
4659,Shoeshine,302163
4660,"Allergy-free room",302163
4661,"Blackout curtains",302163
4662,"Air conditioning",302163
4663,Desk,302163
4664,Housekeeping,302163
4665,"Coffee / tea maker",302163
4666,"Cable / satellite TV",302163
4667,"Walk-in shower",302163
4668,"Soundproof rooms",302163
4669,Bathrobes,302163
4670,"Interconnected rooms available",302163
4671,"Private balcony",302163
4672,"Room service",302163
4673,Safe,302163
4674,"Seating area",302163
4675,Sofa,302163
4676,Telephone,302163
4677,"VIP room facilities",302163
4678,"Wardrobe / wardrobe",302163
4679,"Bottled water",302163
4680,"Clothes rack",302163
4681,Iron,302163
4682,"Laptop safe",302163
4683,"Private bathrooms",302163
4684,"Tile / marble floor",302163
4685,"Wake-up service / alarm clock",302163
